Application_ID,Borrower_Name,Loan_Type,Loan_Purpose,Property_Type,Application_Date,Approval_Date,Closing_Date,Loan_Amount,Property_Value,LTV_Ratio,Interest_Rate,Tenure_Years,Credit_Score,DTI_Ratio,Processing_Time_Days,Fees,Underwriter,Processor,Status,State,Originator,Channel
APP7115,Borrower 2115,Jumbo,Purchase,Single Family,2024-04-20,2024-04-28,2024-06-01,759122,846572,89.67,7.92,30,656,25,18,6144,Underwriter E,Processor J,Approved,WA,Agent Team F,Online
APP7116,Borrower 2116,Jumbo,Refinance,Single Family,2024-02-09,,,499780,529798,94.33,6.97,15,668,29,23,4031,Underwriter E,Processor E,In Review,NY,Agent Team A,Online
APP7117,Borrower 2117,Jumbo,Refinance,Luxury Home,2024-02-17,2024-02-28,2024-03-28,668327,717163,93.19,5.16,30,730,49,25,5603,Underwriter D,Processor D,Approved,AZ,Agent Team L,Direct
APP7118,Borrower 2118,Conventional,Purchase,Multi-Family,2024-03-02,2024-03-13,2024-03-31,482306,565018,85.36,7.7,15,640,42,24,3743,Underwriter E,Processor B,Approved,NV,Agent Team J,Wholesale
APP7119,Borrower 2119,VA,Purchase,Single Family,2024-04-01,2024-04-06,2024-04-28,909106,1000457,90.87,8.06,20,715,45,26,4736,Underwriter I,Processor M,Approved,NJ,Agent Team E,Retail
APP7120,Borrower 2120,Jumbo,Purchase,Multi-Family,2024-01-11,,,977435,1149847,85.01,6.11,30,788,27,17,2615,Underwriter F,Processor G,Declined,FL,Agent Team F,Online
APP7121,Borrower 2121,FHA,Purchase,Single Family,2024-01-11,2024-01-26,2024-02-27,204515,343961,59.46,5.46,15,741,25,15,4776,Underwriter I,Processor E,Approved,WA,Agent Team C,Online
APP7122,Borrower 2122,FHA,Refinance,Condo,2024-05-16,,,654703,828611,79.01,6.07,20,772,29,19,3682,Underwriter B,Processor B,Declined,AZ,Agent Team C,Wholesale
APP7123,Borrower 2123,Jumbo,Refinance,Condo,2024-05-21,,,263917,395547,66.72,6.33,30,700,28,18,6243,Underwriter J,Processor N,In Review,NY,Agent Team H,Direct
APP7124,Borrower 2124,FHA,Purchase,Townhouse,2024-01-24,2024-01-31,2024-02-15,538831,665087,81.02,8.1,15,608,36,14,6757,Underwriter E,Processor B,Approved,FL,Agent Team B,Direct
APP7125,Borrower 2125,FHA,Refinance,Multi-Family,2024-02-13,2024-02-23,2024-03-21,434933,598204,72.71,7.31,30,694,39,13,3867,Underwriter J,Processor G,Approved,IL,Agent Team J,Online
APP7126,Borrower 2126,VA,Refinance,Luxury Home,2024-05-19,2024-05-26,2024-06-13,572376,655471,87.32,6.37,20,792,38,20,6295,Underwriter J,Processor F,Approved,FL,Agent Team D,Online
APP7127,Borrower 2127,VA,Refinance,Townhouse,2024-04-21,2024-04-29,2024-05-16,362718,438029,82.81,6.07,15,735,25,17,3821,Underwriter J,Processor O,Approved,NY,Agent Team H,Online
APP7128,Borrower 2128,FHA,Purchase,Multi-Family,2024-03-17,,,371141,528002,70.29,6.48,15,716,46,8,5819,Underwriter D,Processor H,In Review,IL,Agent Team L,Retail
APP7129,Borrower 2129,Jumbo,Refinance,Condo,2024-01-14,2024-01-28,2024-03-04,864588,1028865,84.03,5.29,20,731,35,17,6851,Underwriter J,Processor O,Approved,CO,Agent Team L,Retail
APP7130,Borrower 2130,VA,Refinance,Luxury Home,2024-04-28,2024-05-14,2024-06-05,674898,739209,91.3,5.68,15,786,45,5,2681,Underwriter A,Processor E,Approved,FL,Agent Team K,Wholesale
APP7131,Borrower 2131,Jumbo,Purchase,Condo,2024-04-13,2024-04-20,2024-05-02,716099,816171,87.74,5.28,15,744,40,27,3233,Underwriter B,Processor C,Approved,TX,Agent Team L,Direct
APP7132,Borrower 2132,Jumbo,Purchase,Condo,2024-02-24,,,217078,354845,61.18,6.67,30,705,38,15,6717,Underwriter G,Processor L,In Review,TX,Agent Team K,Online
APP7133,Borrower 2133,VA,Refinance,Luxury Home,2024-01-12,2024-01-28,2024-03-07,353251,431686,81.83,7.83,30,754,36,17,6947,Underwriter E,Processor B,Approved,TX,Agent Team L,Wholesale
APP7134,Borrower 2134,Conventional,Refinance,Multi-Family,2024-05-04,2024-05-21,2024-06-04,649612,707290,91.85,5.45,30,660,26,5,1689,Underwriter J,Processor C,Approved,NY,Agent Team A,Online
APP7135,Borrower 2135,Conventional,Purchase,Townhouse,2024-04-30,2024-05-15,2024-06-03,930788,1083844,85.88,6.01,15,637,39,27,3379,Underwriter F,Processor B,Approved,TX,Agent Team C,Direct
APP7136,Borrower 2136,Conventional,Purchase,Single Family,2024-05-20,2024-05-29,2024-07-01,241467,382186,63.18,5.79,15,622,42,18,6214,Underwriter B,Processor K,Approved,FL,Agent Team D,Wholesale
APP7137,Borrower 2137,FHA,Purchase,Multi-Family,2024-04-01,,,371325,412733,89.97,6.7,15,785,26,23,2635,Underwriter D,Processor A,In Review,FL,Agent Team E,Online
APP7138,Borrower 2138,FHA,Purchase,Townhouse,2024-05-17,,,160101,339804,47.12,7.29,30,606,37,20,6266,Underwriter A,Processor L,Declined,AZ,Agent Team F,Direct
APP7139,Borrower 2139,VA,Refinance,Multi-Family,2024-05-12,2024-05-25,2024-06-27,850843,987122,86.19,7.31,30,677,40,15,5039,Underwriter G,Processor G,Approved,NY,Agent Team E,Wholesale
APP7140,Borrower 2140,VA,Refinance,Condo,2024-03-03,2024-03-19,2024-04-14,660711,692464,95.41,5.97,15,643,44,17,3154,Underwriter E,Processor C,Approved,NJ,Agent Team B,Direct
APP7141,Borrower 2141,Jumbo,Refinance,Single Family,2024-04-21,2024-05-06,2024-05-18,404799,558546,72.47,7.08,15,630,26,22,4805,Underwriter G,Processor E,Approved,CA,Agent Team F,Retail
APP7142,Borrower 2142,Conventional,Purchase,Single Family,2024-01-28,,,857395,975199,87.92,7.53,20,713,40,17,5909,Underwriter I,Processor B,Declined,FL,Agent Team L,Wholesale
APP7143,Borrower 2143,Conventional,Purchase,Townhouse,2024-05-08,2024-05-19,2024-06-22,361929,473539,76.43,5.07,30,600,35,14,3689,Underwriter C,Processor F,Approved,FL,Agent Team L,Retail
APP7144,Borrower 2144,Conventional,Purchase,Single Family,2024-05-29,2024-06-14,2024-06-29,707466,844839,83.74,5.61,15,670,36,7,2378,Underwriter J,Processor F,Approved,IL,Agent Team J,Retail
APP7145,Borrower 2145,VA,Purchase,Townhouse,2024-05-12,2024-05-24,2024-06-18,919212,1088546,84.44,5.4,20,645,32,16,3621,Underwriter B,Processor F,Approved,CO,Agent Team I,Wholesale
APP7146,Borrower 2146,Conventional,Refinance,Luxury Home,2024-05-21,2024-06-03,2024-06-20,778292,848292,91.75,6.62,30,661,44,21,3957,Underwriter D,Processor O,Approved,NY,Agent Team K,Wholesale
APP7147,Borrower 2147,VA,Purchase,Multi-Family,2024-02-13,2024-02-20,2024-03-08,584812,685222,85.35,6.71,15,761,48,18,5932,Underwriter A,Processor N,Approved,CO,Agent Team H,Direct
APP7148,Borrower 2148,Conventional,Purchase,Townhouse,2024-02-01,,,386641,553816,69.81,6.1,15,790,40,20,6869,Underwriter F,Processor I,In Review,NJ,Agent Team H,Online
APP7149,Borrower 2149,Jumbo,Refinance,Multi-Family,2024-01-16,2024-01-29,2024-02-14,912183,1082243,84.29,7.24,20,752,34,27,4477,Underwriter A,Processor M,Approved,FL,Agent Team E,Direct
APP7150,Borrower 2150,Conventional,Purchase,Multi-Family,2024-04-03,,,466785,629125,74.2,5.34,20,716,33,6,6402,Underwriter I,Processor E,In Review,AZ,Agent Team J,Direct
APP7151,Borrower 2151,FHA,Refinance,Townhouse,2024-05-14,2024-05-23,2024-06-11,313935,424949,73.88,5.6,30,701,38,22,2700,Underwriter B,Processor O,Approved,FL,Agent Team B,Online
APP7152,Borrower 2152,Jumbo,Purchase,Multi-Family,2024-04-14,2024-05-01,2024-05-28,944473,1014531,93.09,6.39,15,716,47,23,5147,Underwriter H,Processor K,Approved,AZ,Agent Team F,Retail
APP7153,Borrower 2153,Conventional,Purchase,Multi-Family,2024-02-09,,,915064,966725,94.66,6.57,20,771,39,8,4376,Underwriter F,Processor I,In Review,FL,Agent Team B,Retail
APP7154,Borrower 2154,Conventional,Purchase,Townhouse,2024-03-20,2024-04-03,2024-05-09,522580,555546,94.07,5.88,20,744,49,26,1718,Underwriter G,Processor H,Approved,TX,Agent Team G,Retail
APP7155,Borrower 2155,VA,Purchase,Multi-Family,2024-01-22,2024-01-31,2024-03-01,695702,818707,84.98,8.14,20,708,26,18,6671,Underwriter B,Processor H,Approved,IL,Agent Team K,Retail
APP7156,Borrower 2156,Conventional,Refinance,Multi-Family,2024-04-12,2024-04-21,2024-05-16,910520,1077681,84.49,6.31,15,627,38,18,4052,Underwriter A,Processor J,Approved,AZ,Agent Team H,Direct
APP7157,Borrower 2157,FHA,Refinance,Multi-Family,2024-01-28,,,573425,751921,76.26,6.54,20,731,37,22,4446,Underwriter D,Processor E,Declined,TX,Agent Team D,Online
APP7158,Borrower 2158,FHA,Purchase,Multi-Family,2024-04-24,2024-05-03,2024-05-15,966744,1110431,87.06,5.43,15,601,25,16,6449,Underwriter A,Processor N,Approved,NV,Agent Team L,Online
APP7159,Borrower 2159,VA,Purchase,Condo,2024-05-17,2024-05-22,2024-06-13,390324,512348,76.18,6.46,30,676,44,27,2694,Underwriter I,Processor E,Approved,CO,Agent Team D,Direct
APP7160,Borrower 2160,FHA,Purchase,Multi-Family,2024-01-21,,,760602,876889,86.74,6.3,15,686,49,9,5217,Underwriter I,Processor D,In Review,WA,Agent Team C,Direct
APP7161,Borrower 2161,VA,Refinance,Luxury Home,2024-04-24,2024-04-29,2024-06-06,640395,712524,89.88,5.74,20,737,31,9,3515,Underwriter G,Processor L,Approved,CO,Agent Team D,Retail
APP7162,Borrower 2162,VA,Purchase,Condo,2024-03-26,2024-04-07,2024-05-08,678501,731298,92.78,5.41,20,686,26,12,5762,Underwriter I,Processor K,Approved,WA,Agent Team F,Wholesale
APP7163,Borrower 2163,Jumbo,Purchase,Townhouse,2024-02-13,,,958987,1017058,94.29,6.16,20,714,28,16,3051,Underwriter B,Processor C,Declined,WA,Agent Team L,Wholesale
APP7164,Borrower 2164,FHA,Refinance,Townhouse,2024-02-22,2024-03-03,2024-03-31,741011,839958,88.22,6.54,20,719,46,13,2080,Underwriter D,Processor C,Approved,CO,Agent Team F,Retail
APP7165,Borrower 2165,VA,Refinance,Condo,2024-04-07,2024-04-13,2024-05-15,576102,705948,81.61,6.37,15,747,35,7,6091,Underwriter B,Processor H,Approved,CO,Agent Team K,Retail
APP7166,Borrower 2166,Jumbo,Purchase,Multi-Family,2024-01-03,,,369831,524581,70.5,6.15,15,651,31,20,4541,Underwriter G,Processor C,In Review,NY,Agent Team E,Direct
APP7167,Borrower 2167,Conventional,Purchase,Single Family,2024-02-23,2024-03-11,2024-04-04,655871,821233,79.86,6.9,15,646,40,15,6740,Underwriter J,Processor D,Approved,FL,Agent Team B,Direct
APP7168,Borrower 2168,VA,Refinance,Luxury Home,2024-03-04,,,183329,356729,51.39,7.86,15,714,46,9,2156,Underwriter J,Processor H,In Review,CO,Agent Team H,Online
APP7169,Borrower 2169,Jumbo,Purchase,Condo,2024-04-10,2024-04-21,2024-05-11,634699,710233,89.36,5.68,15,767,46,17,5259,Underwriter J,Processor C,Approved,NY,Agent Team L,Retail
APP7170,Borrower 2170,VA,Purchase,Multi-Family,2024-02-22,2024-03-10,2024-03-31,297089,368512,80.62,7.16,30,670,43,27,5527,Underwriter B,Processor N,Approved,AZ,Agent Team J,Wholesale
APP7171,Borrower 2171,Jumbo,Purchase,Single Family,2024-01-21,2024-02-04,2024-03-11,425995,586977,72.57,7.48,20,628,44,24,5413,Underwriter B,Processor G,Approved,IL,Agent Team L,Direct
APP7172,Borrower 2172,Jumbo,Purchase,Single Family,2024-05-19,2024-05-31,2024-06-12,913416,985552,92.68,5.9,15,603,33,19,5075,Underwriter D,Processor E,Approved,WA,Agent Team G,Direct
APP7173,Borrower 2173,Conventional,Refinance,Single Family,2024-01-26,,,430398,521671,82.5,6.4,15,759,36,7,5263,Underwriter I,Processor A,In Review,FL,Agent Team B,Retail
APP7174,Borrower 2174,Jumbo,Purchase,Townhouse,2024-05-06,2024-05-19,2024-06-13,661500,781027,84.7,5.3,15,695,43,20,3943,Underwriter H,Processor B,Approved,AZ,Agent Team A,Online
APP7175,Borrower 2175,FHA,Refinance,Luxury Home,2024-01-18,2024-02-04,2024-03-10,226133,290320,77.89,5.44,15,699,25,15,5906,Underwriter B,Processor M,Approved,NY,Agent Team I,Wholesale
APP7176,Borrower 2176,FHA,Refinance,Single Family,2024-02-03,2024-02-09,2024-03-07,182160,311171,58.54,5.89,20,709,44,19,3661,Underwriter A,Processor K,Approved,NJ,Agent Team B,Online
APP7177,Borrower 2177,Jumbo,Refinance,Condo,2024-01-29,2024-02-09,2024-02-22,587715,757587,77.58,7.5,30,663,44,17,6983,Underwriter H,Processor E,Approved,NV,Agent Team C,Direct
APP7178,Borrower 2178,FHA,Purchase,Luxury Home,2024-02-06,2024-02-17,2024-03-07,379334,554307,68.43,6.83,30,788,38,14,5809,Underwriter A,Processor K,Approved,AZ,Agent Team K,Wholesale
APP7179,Borrower 2179,Jumbo,Purchase,Townhouse,2024-04-03,2024-04-19,2024-05-16,580037,735629,78.85,7.91,30,677,26,26,6056,Underwriter H,Processor O,Approved,WA,Agent Team F,Direct
APP7180,Borrower 2180,Conventional,Refinance,Townhouse,2024-05-25,,,836133,925801,90.31,7.2,20,743,28,23,2834,Underwriter I,Processor G,In Review,CA,Agent Team J,Retail
APP7181,Borrower 2181,Jumbo,Purchase,Townhouse,2024-01-15,2024-01-20,2024-02-16,494302,554017,89.22,8.19,30,680,29,9,3221,Underwriter A,Processor C,Approved,FL,Agent Team E,Wholesale
APP7182,Borrower 2182,Conventional,Refinance,Condo,2024-04-03,2024-04-16,2024-05-01,794116,970120,81.86,7.79,20,710,45,23,5441,Underwriter H,Processor N,Approved,FL,Agent Team K,Direct
APP7183,Borrower 2183,Jumbo,Refinance,Multi-Family,2024-03-18,,,666529,829004,80.4,6.72,15,719,39,23,6583,Underwriter H,Processor F,Declined,TX,Agent Team J,Online
APP7184,Borrower 2184,VA,Purchase,Townhouse,2024-01-06,,,197830,262200,75.45,6.06,15,770,45,24,1610,Underwriter G,Processor A,In Review,NV,Agent Team I,Wholesale
APP7185,Borrower 2185,Jumbo,Refinance,Single Family,2024-05-24,,,811383,861926,94.14,6.11,15,627,26,17,3271,Underwriter D,Processor A,In Review,NJ,Agent Team I,Retail
APP7186,Borrower 2186,Jumbo,Refinance,Multi-Family,2024-01-13,,,222613,347997,63.97,7.37,20,750,46,25,2193,Underwriter H,Processor I,In Review,IL,Agent Team G,Online
APP7187,Borrower 2187,Conventional,Refinance,Luxury Home,2024-03-03,,,437901,614272,71.29,7.43,30,675,33,15,6848,Underwriter H,Processor B,In Review,AZ,Agent Team E,Online
APP7188,Borrower 2188,FHA,Purchase,Luxury Home,2024-01-07,2024-01-19,2024-01-31,742344,813176,91.29,6.53,30,627,35,5,4617,Underwriter B,Processor J,Approved,IL,Agent Team C,Retail
APP7189,Borrower 2189,Jumbo,Refinance,Townhouse,2024-01-01,2024-01-11,2024-02-12,169674,232031,73.13,5.57,15,653,26,26,4552,Underwriter H,Processor K,Approved,NY,Agent Team D,Direct
APP7190,Borrower 2190,Jumbo,Purchase,Multi-Family,2024-01-16,,,866300,999529,86.67,5.59,20,677,27,23,5809,Underwriter B,Processor O,In Review,NV,Agent Team E,Online
APP7191,Borrower 2191,Jumbo,Purchase,Multi-Family,2024-02-02,2024-02-09,2024-03-10,792467,849589,93.28,5.85,30,742,28,5,2547,Underwriter J,Processor J,Approved,NV,Agent Team D,Online
APP7192,Borrower 2192,Conventional,Purchase,Townhouse,2024-01-27,2024-02-01,2024-02-23,539872,582694,92.65,7.9,30,655,25,6,4205,Underwriter A,Processor H,Approved,TX,Agent Team G,Wholesale
APP7193,Borrower 2193,VA,Refinance,Multi-Family,2024-01-06,,,234403,370426,63.28,6.0,20,641,28,14,4294,Underwriter A,Processor A,In Review,NV,Agent Team D,Wholesale
APP7194,Borrower 2194,VA,Purchase,Townhouse,2024-03-09,,,915192,1001956,91.34,7.17,15,795,34,11,3158,Underwriter I,Processor L,Declined,NV,Agent Team A,Wholesale
APP7195,Borrower 2195,VA,Refinance,Condo,2024-04-11,2024-04-23,2024-05-21,851335,947031,89.9,7.81,15,618,26,27,1726,Underwriter G,Processor H,Approved,FL,Agent Team F,Online
APP7196,Borrower 2196,VA,Purchase,Townhouse,2024-01-17,,,681369,814085,83.7,5.6,30,634,45,11,3101,Underwriter H,Processor M,In Review,FL,Agent Team E,Direct
APP7197,Borrower 2197,Conventional,Refinance,Multi-Family,2024-01-01,2024-01-12,2024-02-12,532378,646223,82.38,7.79,20,620,43,18,6270,Underwriter B,Processor N,Approved,CO,Agent Team F,Direct
APP7198,Borrower 2198,Conventional,Purchase,Condo,2024-04-09,2024-04-21,2024-05-20,438835,574413,76.4,6.44,30,798,26,5,1941,Underwriter B,Processor C,Approved,NV,Agent Team C,Online
APP7199,Borrower 2199,Jumbo,Refinance,Luxury Home,2024-01-01,,,648021,728075,89.0,5.29,15,691,42,17,6180,Underwriter C,Processor O,In Review,AZ,Agent Team B,Direct
APP7200,Borrower 2200,Conventional,Refinance,Single Family,2024-01-28,2024-02-08,2024-03-11,852175,908268,93.82,7.98,20,613,31,8,2557,Underwriter E,Processor D,Approved,TX,Agent Team E,Direct
APP7201,Borrower 2201,Conventional,Refinance,Townhouse,2024-03-28,,,963071,1126935,85.46,6.26,20,624,32,24,6475,Underwriter D,Processor F,In Review,TX,Agent Team K,Retail
APP7202,Borrower 2202,Jumbo,Refinance,Luxury Home,2024-04-03,2024-04-11,2024-05-10,168243,213778,78.7,5.4,20,666,42,19,3565,Underwriter F,Processor G,Approved,AZ,Agent Team B,Retail
APP7203,Borrower 2203,FHA,Purchase,Multi-Family,2024-02-25,2024-03-07,2024-03-21,853365,1021210,83.56,7.1,20,660,48,19,5942,Underwriter G,Processor C,Approved,CO,Agent Team B,Wholesale
APP7204,Borrower 2204,Jumbo,Purchase,Townhouse,2024-02-01,2024-02-17,2024-03-04,429103,548446,78.24,5.32,15,644,49,7,1525,Underwriter A,Processor M,Approved,AZ,Agent Team G,Wholesale
APP7205,Borrower 2205,Jumbo,Purchase,Single Family,2024-01-23,,,772041,910904,84.76,6.34,15,763,41,10,6246,Underwriter J,Processor D,In Review,CO,Agent Team K,Wholesale
APP7206,Borrower 2206,Conventional,Refinance,Luxury Home,2024-04-27,,,556433,649617,85.66,7.89,20,773,26,26,6904,Underwriter J,Processor J,Declined,NV,Agent Team D,Retail
APP7207,Borrower 2207,Jumbo,Refinance,Condo,2024-02-29,2024-03-10,2024-03-26,591289,748529,78.99,6.91,30,676,34,10,5279,Underwriter D,Processor K,Approved,CA,Agent Team F,Direct
APP7208,Borrower 2208,Jumbo,Purchase,Luxury Home,2024-02-27,,,774109,842764,91.85,5.71,15,779,26,14,6142,Underwriter G,Processor J,In Review,FL,Agent Team I,Online
APP7209,Borrower 2209,FHA,Refinance,Condo,2024-04-12,2024-04-23,2024-05-05,564919,639110,88.39,5.85,30,735,38,18,5987,Underwriter F,Processor F,Approved,NJ,Agent Team H,Wholesale
APP7210,Borrower 2210,FHA,Refinance,Single Family,2024-04-15,2024-04-26,2024-05-20,593445,706665,83.98,6.29,15,674,38,15,4029,Underwriter D,Processor J,Approved,CA,Agent Team L,Online
APP7211,Borrower 2211,Jumbo,Refinance,Townhouse,2024-04-17,2024-04-22,2024-05-17,333256,423762,78.64,7.2,20,616,29,16,4737,Underwriter D,Processor B,Approved,TX,Agent Team L,Direct
APP7212,Borrower 2212,Jumbo,Refinance,Single Family,2024-05-25,2024-06-08,2024-06-24,311961,483257,64.55,6.2,15,640,39,18,4444,Underwriter D,Processor H,Approved,NJ,Agent Team J,Retail
APP7213,Borrower 2213,VA,Refinance,Luxury Home,2024-01-17,2024-01-22,2024-02-25,194764,319089,61.04,7.18,15,789,32,17,3371,Underwriter J,Processor K,Approved,WA,Agent Team C,Online
APP7214,Borrower 2214,Conventional,Purchase,Condo,2024-02-14,2024-02-20,2024-03-05,276892,450846,61.42,6.86,30,765,43,8,3871,Underwriter B,Processor H,Approved,IL,Agent Team A,Wholesale
APP7215,Borrower 2215,FHA,Purchase,Multi-Family,2024-02-25,2024-03-07,2024-03-25,578665,709775,81.53,5.27,30,658,40,9,3250,Underwriter I,Processor E,Approved,WA,Agent Team J,Direct
APP7216,Borrower 2216,Jumbo,Refinance,Luxury Home,2024-02-05,2024-02-17,2024-03-24,479132,616871,77.67,7.48,30,785,33,21,6685,Underwriter C,Processor D,Approved,TX,Agent Team B,Retail
APP7217,Borrower 2217,Jumbo,Purchase,Luxury Home,2024-03-20,2024-03-31,2024-04-29,171094,326406,52.42,6.77,20,726,45,15,4952,Underwriter A,Processor B,Approved,NY,Agent Team E,Direct
APP7218,Borrower 2218,VA,Purchase,Single Family,2024-02-26,2024-03-10,2024-03-24,953543,1056118,90.29,6.13,30,686,46,12,5531,Underwriter E,Processor I,Approved,WA,Agent Team H,Online
APP7219,Borrower 2219,Conventional,Purchase,Single Family,2024-03-08,2024-03-14,2024-04-01,460250,575912,79.92,5.73,20,763,37,13,4132,Underwriter G,Processor F,Approved,IL,Agent Team C,Wholesale
APP7220,Borrower 2220,FHA,Purchase,Multi-Family,2024-04-28,2024-05-07,2024-06-06,299080,406736,73.53,5.38,20,738,44,15,1740,Underwriter F,Processor M,Approved,AZ,Agent Team E,Online
APP7221,Borrower 2221,VA,Refinance,Single Family,2024-02-22,,,769661,931708,82.61,7.75,15,630,28,14,2805,Underwriter B,Processor H,Declined,TX,Agent Team L,Direct
APP7222,Borrower 2222,VA,Refinance,Condo,2024-01-20,2024-02-06,2024-02-29,848429,983397,86.28,8.07,15,623,36,24,5459,Underwriter F,Processor N,Approved,AZ,Agent Team J,Direct
APP7223,Borrower 2223,Jumbo,Refinance,Condo,2024-03-18,2024-03-28,2024-04-24,510988,605915,84.33,7.86,20,634,35,27,5359,Underwriter J,Processor E,Approved,WA,Agent Team C,Direct
APP7224,Borrower 2224,Conventional,Refinance,Luxury Home,2024-04-24,,,798423,948442,84.18,8.12,20,641,37,13,5450,Underwriter C,Processor J,In Review,CO,Agent Team B,Online
APP7225,Borrower 2225,Jumbo,Purchase,Single Family,2024-01-16,,,201268,343960,58.51,8.18,20,605,25,19,1562,Underwriter H,Processor B,In Review,CA,Agent Team J,Retail
APP7226,Borrower 2226,VA,Refinance,Single Family,2024-01-05,,,808931,858507,94.23,5.83,20,706,39,24,1854,Underwriter I,Processor N,In Review,CO,Agent Team B,Retail
APP7227,Borrower 2227,VA,Purchase,Single Family,2024-02-22,2024-03-04,2024-03-28,295120,424028,69.6,7.05,30,697,26,19,6934,Underwriter J,Processor H,Approved,NJ,Agent Team H,Online
APP7228,Borrower 2228,FHA,Refinance,Luxury Home,2024-05-16,,,731890,828293,88.36,7.14,20,661,44,24,1893,Underwriter A,Processor F,In Review,FL,Agent Team C,Wholesale
APP7229,Borrower 2229,FHA,Refinance,Single Family,2024-03-20,,,864814,1037942,83.32,5.95,15,757,38,26,5254,Underwriter C,Processor D,In Review,TX,Agent Team B,Wholesale
APP7230,Borrower 2230,Jumbo,Purchase,Townhouse,2024-01-19,2024-01-29,2024-02-19,894979,982536,91.09,6.16,30,781,26,10,4332,Underwriter B,Processor D,Approved,NV,Agent Team E,Direct
APP7231,Borrower 2231,FHA,Refinance,Condo,2024-02-19,2024-02-27,2024-04-01,771065,825802,93.37,7.71,20,706,35,15,6396,Underwriter H,Processor O,Approved,FL,Agent Team H,Retail
APP7232,Borrower 2232,VA,Purchase,Luxury Home,2024-02-15,2024-03-03,2024-03-15,571780,698122,81.9,8.12,15,783,25,25,3985,Underwriter I,Processor N,Approved,TX,Agent Team L,Retail
APP7233,Borrower 2233,Jumbo,Refinance,Luxury Home,2024-01-04,2024-01-09,2024-02-08,478905,637479,75.12,5.77,20,635,44,18,5920,Underwriter H,Processor A,Approved,IL,Agent Team A,Online
APP7234,Borrower 2234,FHA,Refinance,Single Family,2024-04-20,2024-05-05,2024-06-10,459199,540798,84.91,7.02,20,640,25,9,6596,Underwriter I,Processor I,Approved,CA,Agent Team L,Direct
APP7235,Borrower 2235,FHA,Refinance,Townhouse,2024-05-27,2024-06-05,2024-06-20,520652,641003,81.22,7.98,30,647,42,6,4779,Underwriter A,Processor N,Approved,NJ,Agent Team F,Online
APP7236,Borrower 2236,FHA,Purchase,Luxury Home,2024-05-23,2024-05-30,2024-06-25,330029,471495,70.0,5.89,20,731,41,8,3470,Underwriter E,Processor B,Approved,NV,Agent Team C,Retail
APP7237,Borrower 2237,Jumbo,Purchase,Multi-Family,2024-03-29,2024-04-03,2024-04-28,423482,465157,91.04,7.5,15,635,34,21,3327,Underwriter E,Processor C,Approved,CO,Agent Team D,Retail
APP7238,Borrower 2238,Jumbo,Purchase,Luxury Home,2024-01-18,2024-01-23,2024-02-09,154486,266507,57.97,5.54,20,768,42,6,3500,Underwriter G,Processor M,Approved,IL,Agent Team D,Retail
APP7239,Borrower 2239,Jumbo,Purchase,Single Family,2024-02-02,2024-02-13,2024-03-04,365045,520930,70.08,6.04,30,736,27,20,6068,Underwriter F,Processor N,Approved,NY,Agent Team I,Retail
APP7240,Borrower 2240,Conventional,Refinance,Multi-Family,2024-04-02,,,955739,1046337,91.34,7.26,15,637,27,27,5526,Underwriter E,Processor G,In Review,NY,Agent Team F,Online
APP7241,Borrower 2241,VA,Purchase,Condo,2024-05-21,2024-05-30,2024-07-04,979358,1099572,89.07,5.53,15,641,43,23,4490,Underwriter B,Processor D,Approved,TX,Agent Team D,Retail
APP7242,Borrower 2242,Conventional,Refinance,Luxury Home,2024-02-11,,,658965,821157,80.25,5.69,15,750,34,18,1834,Underwriter H,Processor K,Declined,AZ,Agent Team A,Retail
APP7243,Borrower 2243,FHA,Refinance,Townhouse,2024-02-05,2024-02-18,2024-03-01,546743,679176,80.5,7.32,30,668,38,23,5112,Underwriter E,Processor O,Approved,NY,Agent Team A,Online
APP7244,Borrower 2244,VA,Refinance,Townhouse,2024-02-17,2024-02-26,2024-03-23,612735,646503,94.78,6.27,30,746,29,22,3199,Underwriter E,Processor C,Approved,NJ,Agent Team C,Online
APP7245,Borrower 2245,FHA,Purchase,Multi-Family,2024-05-11,2024-05-26,2024-06-15,230800,369823,62.41,5.04,15,608,35,10,3926,Underwriter J,Processor D,Approved,AZ,Agent Team F,Direct
APP7246,Borrower 2246,VA,Purchase,Townhouse,2024-02-18,2024-03-04,2024-03-27,612485,659353,92.89,7.02,30,783,45,12,1701,Underwriter E,Processor H,Approved,CA,Agent Team G,Wholesale
APP7247,Borrower 2247,VA,Purchase,Single Family,2024-01-18,2024-01-26,2024-02-19,537994,707331,76.06,7.57,30,772,27,26,3702,Underwriter A,Processor E,Approved,NJ,Agent Team K,Online
APP7248,Borrower 2248,FHA,Refinance,Luxury Home,2024-03-07,2024-03-12,2024-03-25,423994,587872,72.12,5.74,20,785,31,19,4853,Underwriter H,Processor I,Approved,TX,Agent Team L,Retail
APP7249,Borrower 2249,Jumbo,Purchase,Single Family,2024-05-18,2024-05-28,2024-07-05,280293,432635,64.79,5.4,30,620,39,12,6067,Underwriter D,Processor N,Approved,TX,Agent Team F,Wholesale
APP7250,Borrower 2250,Jumbo,Refinance,Condo,2024-03-23,2024-03-30,2024-05-03,421246,518353,81.27,6.28,20,641,42,20,5825,Underwriter C,Processor F,Approved,AZ,Agent Team D,Online
